"candidato","partido","votos","porcentaje","electo","lista","comuna","pacto"
"43. DANIEL ARTURO GARRIDO QUINTANILLA (H)","PCCH",296,0.0345,FALSE,"APRUEBO DIGNIDAD","NOGALES","Apruebo Dignidad"
"44. PAULA ALEJANDRA FREIRE SABAJ (M)","IND-PCCH",66,0.0077,FALSE,"APRUEBO DIGNIDAD","NOGALES","Apruebo Dignidad"
"45. ROBERTO GABRIEL PARRA VALLETTE (H)","IND-RD",36,0.0042,FALSE,"APRUEBO DIGNIDAD","NOGALES","Apruebo Dignidad"
"46. ALEJANDRA TRINIDAD TOLEDO FIGUEROA (M)","RD",201,0.0235,FALSE,"APRUEBO DIGNIDAD","NOGALES","Apruebo Dignidad"
"47. GISELLA DANITZA CORTES GUZMAN (M)","UPA",26,0.003,FALSE,"UNION PATRIOTICA","NOGALES","Otros"
"48. CRISTIAN NICOLAS URRA ZAMORA (H)","UPA",19,0.0022,FALSE,"UNION PATRIOTICA","NOGALES","Otros"
"49. KAREN MAKARENA INOSTROZA PAREDES (M)","UPA",11,0.0013,FALSE,"UNION PATRIOTICA","NOGALES","Otros"
"50. JESUS FERNANDO GOMEZ ORELLANA (H)","UPA",18,0.0021,FALSE,"UNION PATRIOTICA","NOGALES","Otros"
"51. LIRIT AMANCAY BRIGNARDELLO MUÑOZ (M)","UPA",8,0.0009,FALSE,"UNION PATRIOTICA","NOGALES","Otros"
"52. NIBALDO GABRIEL PINTO SILVA (H)","UPA",26,0.003,FALSE,"UNION PATRIOTICA","NOGALES","Otros"
"53. JOSELYN ANDREA PEÑA VALDIVIA (M)","UPA",1,0.0001,FALSE,"UNION PATRIOTICA","NOGALES","Otros"
"54. ALEJANDRO JOSE ADANA ABRIL (H)","UPA",15,0.0018,FALSE,"UNION PATRIOTICA","NOGALES","Otros"
"55. NANCY JACQUELINE CAMUS HERNANDEZ (M)","IND",224,0.0261,FALSE,"DECISION CIUDADANA (D6)","NOGALES","Otros"
"56. ELIAM LEONARDO CHAVEZ OLIVARES (H)","IND",32,0.0037,FALSE,"DECISION CIUDADANA (D6)","NOGALES","Otros"
"57. GLORIA ALEJANDRA MORALES BRAVO (M)","IND",44,0.0051,FALSE,"DECISION CIUDADANA (D6)","NOGALES","Otros"
"58. ALEJANDRO PATRICIO GODOY SILVA (H)","IND",878,0.1025,FALSE,"DECISION CIUDADANA (D6)","NOGALES","Otros"
"59. CARMEN ROSA AGUILERA MORENO (M)","IND",25,0.0029,FALSE,"DECISION CIUDADANA (D6)","NOGALES","Otros"
"60. CARLOS FREDDY ALARCON SEPULVEDA (H)","IND",10,0.0012,FALSE,"DECISION CIUDADANA (D6)","NOGALES","Otros"
"61. KATHERINE MURIEL ALARCON GIADACH (M)","IND",29,0.0034,FALSE,"DECISION CIUDADANA (D6)","NOGALES","Otros"
"62. GONZALO ALONZO ARAYA MUÑOZ (H)","IND",20,0.0023,FALSE,"DECISION CIUDADANA (D6)","NOGALES","Otros"
"63. ROCIO FERNANDA VEAS SOLIS (M)","IND",186,0.0217,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","NOGALES","Nueva Constitucion"
"64. MIGUEL ANGEL BOTTO SALINAS (H)","IND",83,0.0097,TRUE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","NOGALES","Nueva Constitucion"
"65. DANIELA ALDONEY RAMIREZ (M)","IND",172,0.0201,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","NOGALES","Nueva Constitucion"
"66. RAMIRO RODRIGO GONZALEZ FIGUEROA (H)","IND",83,0.0097,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","NOGALES","Nueva Constitucion"
"67. ANDREA LORENA ALFARO LAY (M)","IND",86,0.01,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","NOGALES","Nueva Constitucion"
"68. JUAN ALBERTO FERNANDEZ OLIVARES (H)","IND",45,0.0053,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","NOGALES","Nueva Constitucion"
"69. MARIA EUGENIA SOTO MANUBENS (M)","IND",51,0.006,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","NOGALES","Nueva Constitucion"
"70. VICTOR EDUARDO IBACACHE ESTAY (H)","IND",116,0.0135,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D6)","NOGALES","Nueva Constitucion"
"71. BENJAMIN ISRAEL LORCA INZUNZA (H)","IND",308,0.0359,FALSE,"CANDIDATURA INDEPENDIENTE","NOGALES","Otros"
"1. LUZ ELIANA ALCA TURRA (M)","IND",136,0.0189,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","NUEVA IMPERIAL","Del pueblo"
"2. HELMUTH JACOBO MARTINEZ LLANCAPAN (H)","IND",376,0.0524,TRUE,"ELIGE LA LISTA DEL PUEBLO (D23)","NUEVA IMPERIAL","Del pueblo"
"3. ROSSANA ANGELICA BETANCUR ESCOBAR (M)","IND",59,0.0082,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","NUEVA IMPERIAL","Del pueblo"
"4. ALEJANDRO MAURICIO MELLADO GATICA (H)","IND",114,0.0159,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","NUEVA IMPERIAL","Del pueblo"
"5. MARCELA DEL CARMEN LEPILAF PILQUIMAN (M)","IND",127,0.0177,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","NUEVA IMPERIAL","Del pueblo"
"6. MARIO JAVIER FLORES CHAVEZ (H)","IND",68,0.0095,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","NUEVA IMPERIAL","Del pueblo"
"7. XIMENA ALARCON FUENTEALBA (M)","IND",149,0.0208,FALSE,"ELIGE LA LISTA DEL PUEBLO (D23)","NUEVA IMPERIAL","Del pueblo"
"8. SOLEDAD IRRIBARRA ESPINOZA (M)","PEV",106,0.0148,FALSE,"PARTIDO ECOLOGISTA VERDE","NUEVA IMPERIAL","Otros"
"9. IVAN GORKY ROJAS VILLAGRA (H)","PEV",30,0.0042,FALSE,"PARTIDO ECOLOGISTA VERDE","NUEVA IMPERIAL","Otros"
"10. LORENA  JARA JARA (M)","PEV",81,0.0113,FALSE,"PARTIDO ECOLOGISTA VERDE","NUEVA IMPERIAL","Otros"
"11. HERNAN  CACERES AVILA (H)","PEV",47,0.0065,FALSE,"PARTIDO ECOLOGISTA VERDE","NUEVA IMPERIAL","Otros"
"12. MONICA  CASTRO CANALES (M)","PEV",57,0.0079,FALSE,"PARTIDO ECOLOGISTA VERDE","NUEVA IMPERIAL","Otros"
"13. EDGARDO  LOVERA RIQUELME (H)","PEV",174,0.0242,FALSE,"PARTIDO ECOLOGISTA VERDE","NUEVA IMPERIAL","Otros"
"14. ANGELICA TEPPER KOLOSSA (M)","IND-RN",123,0.0171,TRUE,"VAMOS POR CHILE","NUEVA IMPERIAL","Vamos por Chile"
"15. LUIS MAYOL BOUCHON (H)","RN",558,0.0777,TRUE,"VAMOS POR CHILE","NUEVA IMPERIAL","Vamos por Chile"
"16. MELISA BECKER MERINO (M)","RN",140,0.0195,FALSE,"VAMOS POR CHILE","NUEVA IMPERIAL","Vamos por Chile"
"17. PABLO WALTER HERDENER TRUAN (H)","UDI",284,0.0396,FALSE,"VAMOS POR CHILE","NUEVA IMPERIAL","Vamos por Chile"
"18. MARIA DEL PILAR ERRAZURIZ AMENABAR (M)","UDI",48,0.0067,FALSE,"VAMOS POR CHILE","NUEVA IMPERIAL","Vamos por Chile"
"19. ALEJO  APRAIZ CONTARDO (H)","IND-EVOPOLI",23,0.0032,FALSE,"VAMOS POR CHILE","NUEVA IMPERIAL","Vamos por Chile"
"20. ELIZABETH BRAND DEISLER (M)","IND-EVOPOLI",63,0.0088,FALSE,"VAMOS POR CHILE","NUEVA IMPERIAL","Vamos por Chile"
"21. JACQUELINE BURDILES ESPINOZA (M)","PDC",193,0.0269,FALSE,"LISTA DEL APRUEBO","NUEVA IMPERIAL","Lista del apruebo"
"22. EDUARDO GUILLERMO CASTILLO VIGOUROUX (H)","PPD",280,0.039,TRUE,"LISTA DEL APRUEBO","NUEVA IMPERIAL","Lista del apruebo"
"23. MINERVA CASTAÑEDA MELIÑAN (M)","PS",67,0.0093,FALSE,"LISTA DEL APRUEBO","NUEVA IMPERIAL","Lista del apruebo"
"24. ILICH ANTONIO SILVA PEÑA (H)","IND-PRO",38,0.0053,FALSE,"LISTA DEL APRUEBO","NUEVA IMPERIAL","Lista del apruebo"
"25. VIOLETA DEL PILAR PALAVICINO CAYUNAO (M)","IND-PPD",160,0.0223,FALSE,"LISTA DEL APRUEBO","NUEVA IMPERIAL","Lista del apruebo"
"26. HEINRICH  VON BAER VON LOCHOW (H)","IND-PDC",130,0.0181,FALSE,"LISTA DEL APRUEBO","NUEVA IMPERIAL","Lista del apruebo"
"27. ELIANA DEL CARMEN ROA VALENZUELA (M)","IND-PRO",29,0.004,FALSE,"LISTA DEL APRUEBO","NUEVA IMPERIAL","Lista del apruebo"
"28. MANUELA ROYO LETELIER (M)","IND-IGUALDAD",297,0.0414,TRUE,"APRUEBO DIGNIDAD","NUEVA IMPERIAL","Apruebo Dignidad"
"29. ALFONSO MANUEL ESPOZ BETANCOURT (H)","IND-IGUALDAD",72,0.01,FALSE,"APRUEBO DIGNIDAD","NUEVA IMPERIAL","Apruebo Dignidad"
"30. CAMILA JUANA VERGARA QUELEMPAN (M)","PCCH",184,0.0256,FALSE,"APRUEBO DIGNIDAD","NUEVA IMPERIAL","Apruebo Dignidad"
"31. GONZALO NICOLAS CONTRERAS VILLARROEL (H)","IND-PCCH",55,0.0077,FALSE,"APRUEBO DIGNIDAD","NUEVA IMPERIAL","Apruebo Dignidad"
"32. ERICKA JUDITH DE LOURDES ÑANCO VASQUEZ (M)","IND-FREVS",355,0.0495,FALSE,"APRUEBO DIGNIDAD","NUEVA IMPERIAL","Apruebo Dignidad"
"33. GUISELA CAROLINA OLATE SANCHEZ (M)","PNC",135,0.0188,FALSE,"CIUDADANOS CRISTIANOS","NUEVA IMPERIAL","Otros"
"34. PETER PAUL VERMEHREN JONES (H)","PNC",64,0.0089,FALSE,"CIUDADANOS CRISTIANOS","NUEVA IMPERIAL","Otros"
"35. JOVITA RAPIMAN SAAVEDRA (M)","PNC",109,0.0152,FALSE,"CIUDADANOS CRISTIANOS","NUEVA IMPERIAL","Otros"
"36. OMAR HUMBERTO ORTIZ CONCHA (H)","PNC",74,0.0103,FALSE,"CIUDADANOS CRISTIANOS","NUEVA IMPERIAL","Otros"
"37. ANDREA VERONICA PUNULEF ANTIPAN (M)","PNC",44,0.0061,FALSE,"CIUDADANOS CRISTIANOS","NUEVA IMPERIAL","Otros"
"38. MARCO ORTEGA CUMIQUIR (H)","PNC",28,0.0039,FALSE,"CIUDADANOS CRISTIANOS","NUEVA IMPERIAL","Otros"
"39. LORETO CATALINA LAGOS SANHUEZA (M)","IND",67,0.0093,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","NUEVA IMPERIAL","Otros"
"40. CARLOS PATRICIO MENA JARA (H)","IND",190,0.0265,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","NUEVA IMPERIAL","Otros"
"41. ALEJANDRA DEL CARMEN PARRA MUÑOZ (M)","IND",100,0.0139,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","NUEVA IMPERIAL","Otros"
"42. CLAUDIO HERNAN DIAZ BECERRA (H)","IND",20,0.0028,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","NUEVA IMPERIAL","Otros"
"43. ANA MARIA VERA HARO (M)","IND",125,0.0174,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","NUEVA IMPERIAL","Otros"
"44. RENE EDUARDO RAPIMAN MARIN (H)","IND",57,0.0079,FALSE,"ORGANIZACIONES SOCIALES Y TERRITORIALES DEL WALLMAPU (D23)","NUEVA IMPERIAL","Otros"
"45. CAMILA ANDREA DELGADO TRONCOSO (M)","PTR",138,0.0192,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","NUEVA IMPERIAL","Otros"
"46. DANIEL ANTONIO LARA TORRES (H)","PTR",131,0.0183,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","NUEVA IMPERIAL","Otros"
"47. PALOMA ALEJANDRA CARVAJAL ULLOA (M)","PTR",29,0.004,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","NUEVA IMPERIAL","Otros"
"48. LUIS ANTONIO CIFUENTES MALDONADO (H)","PTR",40,0.0056,FALSE,"PARTIDO DE TRABAJADORES REVOLUCIONARIOS","NUEVA IMPERIAL","Otros"
"49. LORENA DEL PILAR CESPEDES FERNANDEZ (M)","IND",247,0.0344,TRUE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","NUEVA IMPERIAL","Nueva Constitucion"
"50. FRANCISCO JAVIER RUBILAR ROCHA (H)","IND",150,0.0209,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","NUEVA IMPERIAL","Nueva Constitucion"
"51. DANIELA ALEJANDRA VASQUEZ AGOUBORDE (M)","IND",149,0.0208,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","NUEVA IMPERIAL","Nueva Constitucion"
"52. RICHARD EDUARDO CAAMAÑO OYARZUN (H)","IND",52,0.0072,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","NUEVA IMPERIAL","Nueva Constitucion"
"53. EVA FELISA CAURAPAN PUELPAN (M)","IND",37,0.0052,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","NUEVA IMPERIAL","Nueva Constitucion"
"54. PAULO ANTONIO GATICA GARRIDO (H)","IND",38,0.0053,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","NUEVA IMPERIAL","Nueva Constitucion"
"55. CECILIA MOROVIC VIVAR (M)","IND",122,0.017,FALSE,"INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23)","NUEVA IMPERIAL","Nueva Constitucion"
"56. STEPHAN SCHUBERT RUBIO (H)","IND",408,0.0568,FALSE,"CANDIDATURA INDEPENDIENTE","NUEVA IMPERIAL","Otros"
"1. ROSA  ACUÑA DE LA FUENTE (M)","PEV",245,0.0643,FALSE,"PARTIDO ECOLOGISTA VERDE","NIQUEN","Otros"
"2. JOSE ARRIAGADA CONTRERAS (H)","PEV",35,0.0092,FALSE,"PARTIDO ECOLOGISTA VERDE","NIQUEN","Otros"
"3. CLAUDIA  MONTECINOS VELOSO (M)","PEV",36,0.0094,FALSE,"PARTIDO ECOLOGISTA VERDE","NIQUEN","Otros"
"4. RUDDY  FIGUEROA GONZALEZ (H)","PEV",19,0.005,FALSE,"PARTIDO ECOLOGISTA VERDE","NIQUEN","Otros"
"5. MARIA CONSUELO VILLASEÑOR SOTO (M)","IND",94,0.0247,FALSE,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)","NIQUEN","Del pueblo"
"6. CESAR  URIBE ARAYA (H)","IND",317,0.0831,TRUE,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)","NIQUEN","Del pueblo"
"7. MISAELA  CORTEZ SANHUEZA (M)","IND",26,0.0068,FALSE,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)","NIQUEN","Del pueblo"
"8. NELSON ENRIQUE AGURTO PAVEZ (H)","IND",30,0.0079,FALSE,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)","NIQUEN","Del pueblo"
"9. XIMENA  PACHECO GONZALEZ (M)","IND",52,0.0136,FALSE,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)","NIQUEN","Del pueblo"
"10. SERGIO HUMBERTO FONSECA HENRIQUEZ (H)","IND",23,0.006,FALSE,"FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19)","NIQUEN","Del pueblo"
"11. MARGARITA LETELIER CORTES (M)","UDI",123,0.0323,TRUE,"VAMOS POR CHILE","NIQUEN","Vamos por Chile"
"12. MARTIN ARRAU GARCIA-HUIDOBRO (H)","UDI",904,0.2371,TRUE,"VAMOS POR CHILE","NIQUEN","Vamos por Chile"
"13. ROSSANA  YAÑEZ FULLER (M)","EVOPOLI",46,0.0121,FALSE,"VAMOS POR CHILE","NIQUEN","Vamos por Chile"
"14. LUCAS VIDAL MAUREIRA (H)","EVOPOLI",19,0.005,FALSE,"VAMOS POR CHILE","NIQUEN","Vamos por Chile"
"15. NATALIA REYES LOBOS (M)","IND-RN",107,0.0281,FALSE,"VAMOS POR CHILE","NIQUEN","Vamos por Chile"
"16. CARLOS MATIAS PINOCHET BASTIAS (H)","RN",57,0.0149,FALSE,"VAMOS POR CHILE","NIQUEN","Vamos por Chile"
"17. SCARLET HIDALGO JARA (M)","PPD",89,0.0233,FALSE,"LISTA DEL APRUEBO","NIQUEN","Lista del apruebo"
"18. FELIPE HARBOE BASCUÑAN (H)","PPD",108,0.0283,TRUE,"LISTA DEL APRUEBO","NIQUEN","Lista del apruebo"
"19. REBECA ISABEL PAVEZ MERY (M)","IND-PPD",33,0.0087,FALSE,"LISTA DEL APRUEBO","NIQUEN","Lista del apruebo"
"20. IVAN PAUL ESPINOZA (H)","PDC",72,0.0189,FALSE,"LISTA DEL APRUEBO","NIQUEN","Lista del apruebo"
"21. MARCIA ISABEL WALL TORO (M)","PDC",35,0.0092,FALSE,"LISTA DEL APRUEBO","NIQUEN","Lista del apruebo"
"22. CAROLINA ANDREA SEPULVEDA SEPULVEDA (M)","IND",224,0.0587,TRUE,"INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19)","NIQUEN","Nueva Constitucion"
"23. CLEMENTE MARIN ABUIN (H)","IND",60,0.0157,FALSE,"INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19)","NIQUEN","Nueva Constitucion"
"24. VIRGINIA ESTER ORTEGA BAHAMONDES (M)","IND",48,0.0126,FALSE,"INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19)","NIQUEN","Nueva Constitucion"
"25. RAMON AGUSTIN SOLA FOSALBA (H)","IND",46,0.0121,FALSE,"INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19)","NIQUEN","Nueva Constitucion"
"26. ELGA CLAUDIA GARRIDO ABARCA (M)","IND",66,0.0173,FALSE,"INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19)","NIQUEN","Nueva Constitucion"
"27. SAMUEL  JIMENEZ LETELIER (H)","IND",60,0.0157,FALSE,"INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19)","NIQUEN","Nueva Constitucion"
"28. ROCIO BELEN HIZMERI FERNANDEZ (M)","PCCH",130,0.0341,FALSE,"APRUEBO DIGNIDAD","NIQUEN","Apruebo Dignidad"
"29. JOSE OSVALDO ZUÑIGA PINO (H)","PCCH",68,0.0178,FALSE,"APRUEBO DIGNIDAD","NIQUEN","Apruebo Dignidad"
"30. MONICA ELISA NAVEILLAN JENSEN (M)","IND-IGUALDAD",44,0.0115,FALSE,"APRUEBO DIGNIDAD","NIQUEN","Apruebo Dignidad"
"31. MIGUEL ANGEL LIZANA VALENZUELA (H)","IND-IGUALDAD",27,0.0071,FALSE,"APRUEBO DIGNIDAD","NIQUEN","Apruebo Dignidad"
"32. CRISTINA ANDREA MARTIN SAEZ (M)","IND-RD",76,0.0199,FALSE,"APRUEBO DIGNIDAD","NIQUEN","Apruebo Dignidad"
"33. JONATHAN STEPHANO CHANDIA ITURRA (H)","IND-RD",27,0.0071,FALSE,"APRUEBO DIGNIDAD","NIQUEN","Apruebo Dignidad"
"34. CRISTINA MELODYER GONZALEZ JORQUERA (M)","IND-PCC",45,0.0118,FALSE,"CIUDADANOS CRISTIANOS","NIQUEN","Otros"
"35. LUIS ESTEBAN COFRE LOPEZ (H)","IND-PCC",17,0.0045,FALSE,"CIUDADANOS CRISTIANOS","NIQUEN","Otros"
"36. SARA NICOL CONCHA SMITH (M)","PCC",51,0.0134,FALSE,"CIUDADANOS CRISTIANOS","NIQUEN","Otros"
"37. HECTOR ENRIQUE MUÑOZ ORREGO (H)","PCC",10,0.0026,FALSE,"CIUDADANOS CRISTIANOS","NIQUEN","Otros"
"38. ELIZABETH TRECY SAN MARTIN GROLMUS (M)","IND-PCC",95,0.0249,FALSE,"CIUDADANOS CRISTIANOS","NIQUEN","Otros"
"39. JUAN CARLOS PINO ALVARADO (H)","PCC",26,0.0068,FALSE,"CIUDADANOS CRISTIANOS","NIQUEN","Otros"
"40. CRISTOBAL ALEJANDRO URIBE FIGUEROA (H)","IND",223,0.0585,FALSE,"CANDIDATURA INDEPENDIENTE","NIQUEN","Otros"
"1. KARLA ANDREA PINTO TIMMERMANN (M)","IND",1.295,0.012,FALSE,"INDEPENDIENTES COMO TU (D10)","NUNOA","Otros"
"2. SUNG YOUNG YUN  (H)","IND",498,0.0046,FALSE,"INDEPENDIENTES COMO TU (D10)","NUNOA","Otros"
"3. PATRICIA FARIDEZ RUBILAR SEVERO (M)","IND",182,0.0017,FALSE,"INDEPENDIENTES COMO TU (D10)","NUNOA","Otros"
"4. PATRICIO DOMINGO GONZALEZ OJEDA (H)","IND",307,0.0028,FALSE,"INDEPENDIENTES COMO TU (D10)","NUNOA","Otros"
"5. MARIA SOLEDAD ACUÑA DIAZ (M)","IND",612,0.0057,FALSE,"INDEPENDIENTES COMO TU (D10)","NUNOA","Otros"
"6. FELIPE CRISTHIAN VARGAS PUGA (H)","IND",192,0.0018,FALSE,"INDEPENDIENTES COMO TU (D10)","NUNOA","Otros"
"7. PAOLA ANDREA WALKER RODRIGUEZ (M)","IND",534,0.0049,FALSE,"INDEPENDIENTES COMO TU (D10)","NUNOA","Otros"
"8. MARIA ELENA GUAJARDO MORAGA (M)","PEV",771,0.0071,FALSE,"PARTIDO ECOLOGISTA VERDE","NUNOA","Otros"
"9. GREGORIO  CORREA SALINAS (H)","PEV",152,0.0014,FALSE,"PARTIDO ECOLOGISTA VERDE","NUNOA","Otros"
"10. ANGELICA YEVENES ARANDA (M)","PEV",412,0.0038,FALSE,"PARTIDO ECOLOGISTA VERDE","NUNOA","Otros"
"11. PHELIPPE ROMERO MUZZ (H)","PEV",332,0.0031,FALSE,"PARTIDO ECOLOGISTA VERDE","NUNOA","Otros"
"12. CONSUELO CONEJAN BRITO (M)","PEV",477,0.0044,FALSE,"PARTIDO ECOLOGISTA VERDE","NUNOA","Otros"
"13. CLAUDIO ROSELLO ARRIARAN (H)","PEV",228,0.0021,FALSE,"PARTIDO ECOLOGISTA VERDE","NUNOA","Otros"
"14. SYLVIA EYZAGUIRRE TAFRA (M)","IND-RN",1.159,0.0107,FALSE,"VAMOS POR CHILE","NUNOA","Vamos por Chile"
"15. CRISTIAN MONCKEBERG BRUNER (H)","RN",5.627,0.0521,TRUE,"VAMOS POR CHILE","NUNOA","Vamos por Chile"
"16. TERESA MARINOVIC VIAL (M)","IND-RN",11.136,0.1031,TRUE,"VAMOS POR CHILE","NUNOA","Vamos por Chile"
"17. DIEGO RIVEAUX MARCET (H)","UDI",427,0.004,FALSE,"VAMOS POR CHILE","NUNOA","Vamos por Chile"
"18. MARIA MACARENA LETELIER VELASCO (M)","IND-UDI",545,0.005,FALSE,"VAMOS POR CHILE","NUNOA","Vamos por Chile"
"19. JAIME  FLORES SIERRALTA (H)","UDI",440,0.0041,FALSE,"VAMOS POR CHILE","NUNOA","Vamos por Chile"
"20. PAULINA ANDREA LOBOS HERRERA (M)","EVOPOLI",856,0.0079,FALSE,"VAMOS POR CHILE","NUNOA","Vamos por Chile"
"21. GONZALO FERNANDO BLUMEL MAC-IVER (H)","EVOPOLI",5.58,0.0517,FALSE,"VAMOS POR CHILE","NUNOA","Vamos por Chile"
"22. LAURA  ALBORNOZ POLLMANN (M)","PDC",1.578,0.0146,FALSE,"LISTA DEL APRUEBO","NUNOA","Lista del apruebo"
"23. JORGE BARADIT MORALES (H)","IND-PS",5.057,0.0468,TRUE,"LISTA DEL APRUEBO","NUNOA","Lista del apruebo"
"24. CATALINA LAGOS TSCHORNE (M)","PS",1.326,0.0123,FALSE,"LISTA DEL APRUEBO","NUNOA","Lista del apruebo"
"25. DARWIN LORETO JOHNS (H)","IND-PL",263,0.0024,FALSE,"LISTA DEL APRUEBO","NUNOA","Lista del apruebo"
"26. LUCIA LOPEZ GUERRA (M)","IND-PPD",1.612,0.0149,FALSE,"LISTA DEL APRUEBO","NUNOA","Lista del apruebo"
"27. JAIME PARADA HOYL (H)","IND-PPD",604,0.0056,FALSE,"LISTA DEL APRUEBO","NUNOA","Lista del apruebo"
"28. CAROLINA VANESSA PARRAGUEZ PIÑA (M)","IND-PL",448,0.0041,FALSE,"LISTA DEL APRUEBO","NUNOA","Lista del apruebo"
"29. PATRICIO ZAPATA LARRAIN (H)","PDC",2.455,0.0227,FALSE,"LISTA DEL APRUEBO","NUNOA","Lista del apruebo"
"30. ALEJANDRA DEL PILAR JIMENEZ CASTRO (M)","PCCH",2.071,0.0192,FALSE,"APRUEBO DIGNIDAD","NUNOA","Apruebo Dignidad"
"31. FERNANDO ATRIA LEMAITRE (H)","IND-RD",16.651,0.1542,TRUE,"APRUEBO DIGNIDAD","NUNOA","Apruebo Dignidad"
